headline_id,headline_text,domain,pc1,wave,block,villain_presence_count,victim_presence_count,clarity_count,villain_presence_sum,victim_presence_sum,clarity_sum,villain_presence_majority,victim_presence_majority,clarity_majority
H1834,World leaders slam Trump's racist attacks on congresswomen: 'Completely unacceptable',shareblue.com,0.335857768068227,1,2,8,8,8,7.0,7.0,7.0,1,1,1
H3079,"What Wheatgrass, Chlorophyll & Sunlight Can Do for the Body",greenmedinfo.com,0.373661844935053,1,2,8,8,8,0.0,0.0,4.0,0,0,0
H0097,Iranian woman ‘is viciously beaten because of her red head scarf',dailymail.co.uk,0.383860647514719,1,2,8,8,8,0.0,8.0,7.0,0,1,1
H0734,"After Four Years of ‘the Resistance,’ Trump Is Right to Challenge the Election Results | The American Spectator | USA News and Politics",spectator.org,0.41867309258613,1,2,8,8,8,3.0,4.0,6.0,0,0,1
H2865,5 Showing Signs That You're Out Of Spiritual Alignment - Conscious Reminder,consciousreminder.com,0.444827097925482,1,2,8,8,8,0.0,0.0,4.0,0,0,0
H0604,Donald Trump's Own IRS Chief Just Completely Contradicted Trump's Rationale For Refusing to Hand Over His Tax Returns,secondnexus.com,0.460612497703407,1,2,8,8,8,4.0,1.0,6.0,0,0,1
H2588,BREAKING : Trump to SLASH BILLIONS in Funding to the UN,truthfeed.com,0.493357374774002,1,2,8,8,8,7.0,5.0,8.0,1,1,1
H3248,Sparkle Drops New Single After The Final Episode Of 'Surviving R. Kelly',bet.com,0.512337095957491,1,2,8,8,8,3.0,3.0,7.0,0,0,1
H3199,"WATCH: Joaquin Castro claims ""Donald Trump is the most dangerous President our country has ever known""",theconservativeopinion.com,0.532204118690452,1,2,8,8,8,6.0,4.0,8.0,1,0,1
H3169,"Elizabeth Warren, Ayanna Pressley Urge Trump To Reduce Prison Population Amid Coronavirus",huffpost.com,0.568450135334297,1,2,8,8,8,1.0,3.0,6.0,0,0,1
H1845,Police: Columbia teen still missing after 11 days,fox43.com,0.599200073403383,1,2,8,8,8,0.0,6.0,7.0,0,1,1
H2640,Update: USGS lowers Lancaster County earthquake magnitude to 2.3,abc27.com,0.617782217161343,1,2,8,8,8,3.0,2.0,7.0,0,0,1
H0315,Philadelphia police chief apologizes to men arrested at Starbucks,thegrio.com,0.645653958637256,1,2,8,8,8,3.0,7.0,6.0,0,1,1
H1492,"Mother, daughter dead after Long Beach shooting",wlox.com,0.673410798933277,1,2,8,8,8,4.0,8.0,7.0,0,1,1
H3741,The BBC His Dark Materials Show Just Added an Oscar-Winning Director and a Very Exciting Star,gizmodo.com,0.695696656457309,1,2,8,8,8,0.0,0.0,5.0,0,0,1
H2507,Eldorado girl battling cancer wants cards from the community,wsiltv.com,0.70571850221276,1,2,8,8,8,4.0,5.0,7.0,0,1,1
H3127,Looks Like Donald Trump May Actually End Up In Jail,opposingviews.com,0.728452367041057,1,2,8,8,8,4.0,1.0,7.0,0,0,1
H1082,An Oahu fisherman’s shark encounter is caught on camera,witn.com,0.752113421642437,1,2,8,8,8,1.0,3.0,5.0,0,0,1
H2211,Children who were spanked by parents have a higher chance to be abusive adults: study,amomama.com,0.786039751122183,1,2,8,8,8,6.0,6.0,7.0,1,1,1
H3823,Property taxes rise for most of Snohomish County in 2020 | HeraldNet.com,heraldnet.com,0.804965428527866,1,2,8,8,8,2.0,5.0,7.0,0,1,1
H0817,Abortion Restrictions May Be Making Methotrexate Harder to Access,time.com,0.826340433814255,1,2,8,8,8,2.0,2.0,6.0,0,0,1
H1395,"Coronavirus treatment Remdesivir to cost $3,120 for US patients with private insurance",ktvu.com,0.854788060655499,1,2,8,8,8,4.0,6.0,7.0,0,1,1
H1404,"Person shot, killed near Taco Bell in Salisbury",wbtv.com,0.881245084113698,1,2,8,8,8,1.0,8.0,6.0,0,1,1
H0451,16-year-old girl accused of hacking Uber driver to death,kmov.com,0.907222206976868,1,2,8,8,8,7.0,7.0,6.0,1,1,1
H2649,'Teen Titans GO! To The Movies': Joke! Gag! DC Films Aren't Just For Mopes Anymore!,npr.org,0.930525246755544,1,2,8,8,8,0.0,0.0,5.0,0,0,1
H3170,NASA to Discuss Demonstration of New Space Exploration Power System,nasa.gov,0.956315766887341,1,2,8,8,8,0.0,0.0,5.0,0,0,1
H1508,Alabama Archives faces its legacy as Confederate 'attic',apnews.com,0.998049167729267,1,2,8,8,8,2.0,2.0,4.0,0,0,0
H0077,"96K jobs expected for Las Vegas in 2026, not enough workers to fill them",fox5vegas.com,0.740820857143454,1,2,8,8,8,0.0,2.0,4.0,0,0,0
H1937,"Shock Video Shows White Girl Being Beaten by Black Women, Forced to Kiss Feet",infowars.com,0.0458475179096454,1,2,8,8,8,7.0,7.0,6.0,1,1,1
H0164,Long Island Marine Killed in Taliban Bombing in Afghanistan,nbcnewyork.com,0.831406590643075,1,2,8,8,8,6.0,7.0,7.0,1,1,1
H2732,John Deere makes insane claim that farmers don’t own their tractors in bizarre twisted view of ownership – NaturalNews.com,naturalnews.com,0.0,1,2,8,8,8,6.0,6.0,8.0,1,1,1
H3996,The Ghislaine Maxwell trial is about to begin. Here's what to watch for,npr.org,0.930525246755544,1,2,8,8,8,4.0,0.0,7.0,0,0,1
H0134,There Are No Natural Resources,aier.org,0.744867571982125,1,2,8,8,8,0.0,0.0,2.0,0,0,0
H3514,Immigration and the Constitution,reason.com,0.805456958103719,1,2,8,8,8,1.0,1.0,3.0,0,0,0
H3411,"State Department Reveals Disgusting Truth, “No Records” Available For Travel Logs",conservativedailypost.com,0.124791324034711,1,2,8,8,8,5.0,0.0,4.0,1,0,0
H2398,No Dancing Allowed: DC Mayor Under Fire for COVID Restriction,nbcwashington.com,0.787623172475012,1,2,8,8,8,5.0,2.0,6.0,1,0,1
H0676,Baphomet is more American than the 10 Commandments,patheos.com,0.786958288006023,1,2,8,8,8,0.0,0.0,3.0,0,0,0
H3748,Be Healthy And Youthful: Put An Ice Cube At This Point On Your Head,worldtruth.tv,0.017643643892146,1,3,12,12,12,0.0,0.0,8.0,0,0,1
H2663,VIDEO: Pedophiles Rule the World » Alex Jones' Infowars: There's a war on for your mind!,infowars.com,0.0458475179096454,1,3,12,12,12,7.0,4.0,7.0,1,0,1
H0419,Scientists Have Discovered A Multidimensional Universe Inside The Brain,awarenessact.com,0.0705539230341695,1,3,12,11,12,1.0,0.0,9.0,0,0,1
H0540,Rush Limbaugh Risks It All Expose Shocking Bombshell About Ilhan Omar,explainlife.com,0.0866873538647112,1,3,12,12,12,3.0,1.0,9.0,0,0,1
H3406,EXCLUSIVE: Waukesha Mass Murderer Was Released from DA John Chisholm's Milwaukee County Where Only 1/3 of All Criminal Referrals from Police Result in Charges,thegatewaypundit.com,0.109374585525566,1,3,12,12,12,9.0,3.0,11.0,1,0,1
H2035,Eric Holder Wants to Abolish the Electoral College,thedcpatriot.com,0.125553828241878,1,3,12,12,12,3.0,3.0,11.0,0,0,1
H0988,How to Help Prevent Age-Related Muscle Decline,mercola.com,0.174179298813923,1,3,12,12,12,0.0,0.0,8.0,0,0,1
H1706,America's Top CEOs Just Graded Trump's Performance As President.,occupydemocrats.com,0.17563289387131,1,3,12,12,12,1.0,1.0,11.0,0,0,1
H2656,Big Pharma Biden Reverses Trump Policy of Lowering Insulin and EpiPen Costs,100percentfedup.com,0.21938033253327,1,3,12,12,12,8.0,4.0,11.0,1,0,1
H0658,Trump Just Gave All Christians the Gift of a LIFETIME! No President Has EVER Done Anything Like This!! * LIBERTY WRITERS NEWS,libertywritersnews.com,0.243757234060269,1,3,12,12,12,1.0,1.0,6.0,0,0,0
H0668,Joe Biden Spouts Perpetual Lies,townhall.com,0.273514170924363,1,3,12,12,12,9.0,0.0,11.0,1,0,1
H1285,Far-Leftist Identified in Canadian Anti-Restriction Protest Hit and Run,breitbart.com,0.297175368438483,1,3,12,12,12,5.0,1.0,9.0,0,0,1
H3016,Portland Mayor Ted Wheeler pepper-sprays man who confronted him at pub: 'He was right in my face' and 'he was not wearing a face mask',theblaze.com,0.319102558515008,1,3,12,12,12,11.0,10.0,11.0,1,1,1
H0058,Trump scraps raises for federal workers so the rich can have tax cuts,shareblue.com,0.335857768068227,1,3,12,12,12,10.0,10.0,11.0,1,1,1
H0554,What McCain Got From Democrats To Tank The Obamacare Repeal,conservativepoliticus.com,0.361710853104495,1,3,12,12,12,6.0,2.0,7.0,0,0,1
H2775,'Bullied' child ballet star Jack Burns 'hanged himself',dailymail.co.uk,0.383860647514719,1,3,12,12,12,5.0,11.0,11.0,0,1,1
H3425,Walmart Customers Have Thoughts After Company Limits Number of Shoppers Inside Store | News Break,newsbreak.com,0.411188765089231,1,3,12,12,12,4.0,5.0,10.0,0,0,1
H1782,"This viral 'IQ' test has YouTubers in opposition to one another, so what's the answer? - NTD Inspired",ntd.tv,0.43614522152228,1,3,12,12,12,2.0,1.0,10.0,0,0,1
H1726,Trump supporter blames 'socialists' for MAGA monster truck ban -- then begs for a handout,rawstory.com,0.461914938868004,1,3,12,12,12,7.0,4.0,9.0,1,0,1
H3087,Bringing dogs to work can help any employee through a rough day,fox10phoenix.com,0.479659730503063,1,3,12,12,12,1.0,2.0,11.0,0,0,1
H0638,Racial Slur Written on Dorm Room Door of Black Students at Mass. University,theroot.com,0.508451103212391,1,3,12,12,12,4.0,10.0,11.0,0,1,1
H0884,Donald Trump Would Like to Momentarily Pause This Campaign to Tell You How Good His Brain Is,thedailybeast.com,0.5381943988207,1,3,12,12,12,3.0,0.0,11.0,0,0,1
H3467,Former Pro-Trump Ohio Farmer Says Trump Could Walk Across Water And He Still Wouldn't Vote For Him In 2020,comicsands.com,0.554823087534595,1,3,12,12,12,3.0,1.0,11.0,0,0,1
H3504,Police search for toddler last seen at park near downtown Orlando,wftv.com,0.589666275358842,1,3,12,12,12,1.0,5.0,11.0,0,0,1
H3718,Second Allegany County resident tests positive for COVID-19,times-news.com,0.601952330135495,1,3,12,12,12,1.0,4.0,11.0,0,0,1
H2582,Indiana town to be featured on Hallmark Channel Monday night,wthr.com,0.642944173256451,1,3,12,12,12,1.0,0.0,11.0,0,0,1
H1948,Border Patrol Discovers How Mexicans Are Getting Drugs Over Border,dennismichaellynch.com,0.660937641909948,1,3,12,12,12,4.0,1.0,11.0,0,0,1
H0809,Montgomery woman fatally hit by vehicle in south AL,wsfa.com,0.695773709992985,1,3,12,12,12,5.0,10.0,11.0,0,1,1
H2916,"Decatur Police seize plane, arrest pilot during drug investigation",waff.com,0.718416095760334,1,3,12,12,12,7.0,2.0,11.0,1,0,1
H0661,Chewbacca actor Peter Mayhew dies at 74,foxcarolina.com,0.734086944548371,1,3,12,12,12,0.0,5.0,11.0,0,0,1
H2834,"After 68 years, a Wyoming man killed in the Korean War finally comes home",billingsgazette.com,0.774382100928158,1,3,12,12,12,2.0,8.0,11.0,0,1,1
H3546,Despair Fatigue | David Graeber,thebaffler.com,0.791841960029964,1,3,12,12,12,1.0,1.0,4.0,0,0,0
H3015,Alex Trebek faced grim chances of surviving cancer. Now he says it’s in ‘near remission.’,washingtonpost.com,0.818780596798307,1,3,12,12,12,5.0,7.0,11.0,0,1,1
H2624,"Meet the modern-day Beth Harmon, a chess influencer who started training when she was 6 years old",insider.com,0.846631575693017,1,3,12,12,12,1.0,0.0,11.0,0,0,1
H2868,"Kellogg adds policy against animal testing ‘not required’ for safety, quality",mlive.com,0.869179293566977,1,3,12,12,12,3.0,6.0,8.0,0,0,1
H2944,Former Atlanta police officer who shot Rayshard Brooks files lawsuit over firing,thehill.com,0.898762408412433,1,3,12,12,12,9.0,10.0,11.0,1,1,1
H1970,"Veterans Day free food: Starbucks, Wendy's, Buffalo Wild Wings offering freebies for vets, military Wednesday",usatoday.com,0.901007708482031,1,3,12,12,12,1.0,1.0,11.0,0,0,1
H3845,Klamathon Fire Latest: I-5 Reopens; Expect Delays At OR/CA Border,patch.com,0.933491002134259,1,3,12,12,12,0.0,1.0,10.0,0,0,1
H3616,Danger zone: Indiana produces sixth most toxic chemicals in U.S.,indystar.com,0.957207994613488,1,3,12,12,12,10.0,3.0,12.0,1,0,1
H1089,Democrats make federal election standards a top priority,apnews.com,0.998049167729267,1,3,12,12,12,1.0,1.0,11.0,0,0,1
H3196,"Mom, Girlfriend Arrested on Murder Charges in Beating Death of Child",breitbart.com,0.297175368438483,1,3,12,12,12,11.0,11.0,11.0,1,1,1
H1090,Hubble Marks 30 Years in Space With Tapestry of Blazing Starbirth,nasa.gov,0.956315766887341,1,3,12,12,12,1.0,0.0,11.0,0,0,1
H2660,Hungary bans LGBTQ+ youth indoctrination — Nick Adams,nickadamsusa.com,0.579397674077873,1,3,12,12,12,7.0,8.0,12.0,1,1,1
H1225,Christianity Being Snuffed Out Across the Middle East - Geller Report,pamelageller.com,0.216405500798777,1,3,12,12,12,4.0,8.0,10.0,0,1,1
H1798,JUST IN: Trump Drops Blistering New Response to People Blaming Him for January 6 “Insurrection”,thebluestateconservative.com,0.306995654213368,1,3,12,12,12,4.0,4.0,10.0,0,0,1
H2025,Former USA Gymnastics Doctor Sentenced To 60 Years In Child Pornography Case,npr.org,0.930525246755544,1,3,12,12,12,11.0,5.0,11.0,1,0,1
H1662,From ward of state to Notre Dame: An Asbury Park triumph,app.com,0.816946216297037,1,3,12,12,12,0.0,1.0,7.0,0,0,1
H0660,WATCH: Feminist Pours Bleach On Over 60 Men's Crotches To Fight 'Manspreading',dailywire.com,0.357498144984751,1,3,12,12,12,11.0,11.0,10.0,1,1,1
H3538,Memorial Day weekend,navytimes.com,0.851887659585054,1,3,12,12,12,0.0,0.0,8.0,0,0,1
H3034,The Promise Of Transhumanism Appeals To Lost People Who Want To Achieve Eternal Life Apart From An Almighty God Who Created Them • Now The End Begins,nowtheendbegins.com,0.0731174714253107,1,3,12,12,12,1.0,4.0,6.0,0,0,0
H2176,"Skyrocketing cancer rates driven by processed food, warn researchers",naturalnews.com,0.0,1,4,11,11,11,7.0,3.0,11.0,1,0,1
H2019,Sweden Hit With Wave of Attempted Bombings » Alex Jones' Infowars: There's a war on for your mind!,infowars.com,0.0458475179096454,1,4,11,11,11,3.0,10.0,8.0,0,1,1
H2356,China Deploy Hundreds Of Warships In Face-Off With Trump,awarenessact.com,0.0705539230341695,1,4,11,11,11,10.0,6.0,11.0,1,1,1
H1037,"General Flynn: ""Trump Won The Popular Vote AND He Won The Electoral College!""",welovetrump.com,0.0871406069110147,1,4,11,11,11,0.0,0.0,11.0,0,0,1
H0491,Rudy Giuliani and K. T. McFarland Reveal the Sinister Reason Why China Claims the Coronavirus Came Out of a Wet Market (Video),thegatewaypundit.com,0.109374585525566,1,4,11,11,11,7.0,1.0,10.0,1,0,1
H1715,It’s Official: Minneapolis City Council Passes Resolution Declaring ‘Racism’ A Public Health Emergency,djhjmedia.com,0.129014666189983,1,4,11,11,11,2.0,3.0,10.0,0,0,1
H0100,Federal Court Orders Antifa Site To Release Information to DOJ,conservativefiringline.com,0.167362535880227,1,4,11,11,11,0.0,0.0,10.0,0,0,1
H0300,TOLD YOU! The FBI Redacted Documents to Cover for Comey Not for National Security,steadfastandloyal.com,0.199250892452131,1,4,11,11,11,9.0,4.0,10.0,1,0,1
H0687,Dems Have Hidden a 'Blatant Handout' to Labor Unions Inside Their $3.5 Trillion Spending Plan,westernjournal.com,0.212942660560995,1,4,11,11,11,6.0,2.0,10.0,1,0,1
H2547,ICE Should Deport George Soros as a Nazi Collaborator - Frontpagemag,frontpagemag.com,0.234772051555315,1,4,11,11,11,7.0,2.0,10.0,1,0,1
H2287,Nike Suffers Major Financial Hit After Pulling American Flag Sneaker For Kaepernick,thefederalistpapers.org,0.251152108890861,1,4,11,11,11,5.0,7.0,10.0,0,1,1
H2672,NBC's Chuck Todd Unhinged -- To GOP Sen. Johnson: Stop 'Trying to Make Donald Trump Feel Better!' | Breitbart,breitbart.com,0.297175368438483,1,4,11,11,11,3.0,4.0,9.0,0,0,1
H1066,"50% of Americans Say Biden Not ‘Physically, Mentally’ Fit for Presidency. - The National Pulse",thenationalpulse.com,0.309168146597413,1,4,11,11,11,2.0,6.0,11.0,0,1,1
H0811,Dr. Lyons-Weiler Invites Boston Herald to Retract Editorial as Hate Speech,jameslyonsweiler.com,0.348450714096366,1,4,11,11,11,4.0,0.0,10.0,0,0,1
H2010,Married Man Keeps Unopened Present From Ex-Girlfriend Under Tree For 47 Years,ladbible.com,0.364617475206097,1,4,11,11,11,1.0,0.0,11.0,0,0,1
H2591,Michael Rapaport films brazen Rite Aid thief on the Upper East Side,dailymail.co.uk,0.383860647514719,1,4,11,11,11,9.0,6.0,10.0,1,1,1
H0191,Shemar Moore On Why He Keeps His Black Father At A Distance [Video],zeppfeed.com,0.405947616340221,1,4,11,11,11,2.0,4.0,11.0,0,0,1
H2304,Census Bureau Data: 63% of non-citizens are on welfare,powerlineblog.com,0.440617250267606,1,4,11,11,11,2.0,2.0,11.0,0,0,1
H2574,‘It doesn’t look good for him’: Fox News analyst explains why Steve Bannon is ‘facing 20 years’ in jail,rawstory.com,0.461914938868004,1,4,11,11,11,5.0,4.0,9.0,0,0,1
H3218,"Roseanne Gets the Last Laugh: After ‘The Conners’ Is Beaten in Ratings by Everything, ABC Orders Only 1 More Episode",chicksonright.com,0.490047310819928,1,4,11,11,11,4.0,3.0,10.0,0,0,1
