pc1,like_count,retweet_count,outrage,villain_prob,victim_prob,shared_id
0.358450737,0,0,0,0.4140625,0.376953125,1990
0.358450737,587,286,1,0.4140625,0.421875,2011
0.358450737,5,7,1,0.4140625,0.421875,2023
0.358450737,0,0,0,0.4140625,0.104980469,2042
0.358450737,10,9,1,0.46875,0.115722656,2057
0.358450737,1,1,0,0.192382813,0.421875,2069
0.358450737,1,0,0,0.01953125,0.017944336,2110
0.358450737,0,1,0,0.077148438,0.090332031,2143
0.358450737,6,8,1,0.12109375,0.114257813,2281
0.358450737,1,1,0,0.392578125,0.6640625,2378
0.358450737,2,1,0,0.63671875,0.59375,2392
0.358450737,13,10,1,0.408203125,0.294921875,2393
0.358450737,2,1,1,0.77734375,0.953125,2403
0.358450737,61,106,1,0.64453125,0.484375,2420
0.358450737,4,6,1,0.004730225,0.017700195,2525
0.358450737,5,5,0,0.7890625,0.392578125,2583
0.358450737,3,3,1,0.8828125,0.376953125,2603
0.358450737,4,2,0,0.194335938,0.197265625,2608
0.358450737,1,0,0,0.225585938,0.228515625,2621
0.358450737,2,4,1,0.006835938,0.017700195,2634
0.358450737,1,0,0,0.609375,0.4921875,2642
0.358450737,14,16,1,0.5859375,0.30078125,2645
0.358450737,6,9,0,0.12109375,0.114257813,2649
0.358450737,8,6,1,0.1484375,0.4609375,2651
0.358450737,3,2,1,0.12109375,0.114257813,2653
0.358450737,0,0,0,0.4296875,0.77734375,2687
0.358450737,11,7,0,0.62890625,0.59375,2761
0.358450737,0,1,1,0.62890625,0.59375,2771
0.358450737,2,1,0,0.21484375,0.63671875,2798
0.358450737,0,0,0,0.408203125,0.275390625,2802
0.358450737,3,4,0,0.5703125,0.217773438,2840
0.358450737,13,12,1,0.025268555,0.0390625,2863
0.358450737,0,0,0,0.233398438,0.5078125,2874
0.358450737,0,2,0,0.484375,0.36328125,2887
0.358450737,0,0,0,0.021972656,0.087402344,2908
0.358450737,9,6,1,0.5234375,0.421875,2920
0.358450737,3,9,0,0.146484375,0.080566406,2988
0.358450737,2,3,1,0.81640625,0.4765625,3042
0.358450737,21,18,0,0.004943848,0.060058594,3050
0.358450737,6,2,1,0.1640625,0.070800781,3056
0.358450737,5,1,1,0.796875,0.35546875,3092
0.358450737,7,4,0,0.006835938,0.042724609,3110
0.358450737,14,7,1,0.006835938,0.042724609,3111
0.358450737,0,0,0,0.016723633,0.3203125,3139
0.358450737,74,34,1,0.578125,0.263671875,3144
0.358450737,22,22,1,0.380859375,0.166992188,3146
0.358450737,1,0,0,0.64453125,0.36328125,3163
0.358450737,9,6,0,0.5625,0.94921875,3171
0.358450737,23,24,0,0.8828125,0.984375,3196
0.358450737,0,1,1,0.376953125,0.93359375,3208
0.358450737,32,17,1,0.5,0.086425781,3222
0.358450737,78,68,1,0.484375,0.76171875,3233
0.358450737,3,0,0,0.5,0.13671875,3262
0.358450737,4,6,1,0.484375,0.76171875,3268
0.358450737,8,7,1,0.204101563,0.109863281,3297
0.297175368,21,20,1,0.001228333,0.1328125,2
0.297175368,1,0,0,0.001548767,0.013061523,5
0.297175368,3,1,1,0.005310059,0.010864258,16
0.297175368,20,24,1,0.001228333,0.1328125,21
0.297175368,14,23,1,0.061035156,0.287109375,35
0.297175368,6,16,1,0.074707031,0.99609375,38
0.297175368,14,18,0,0.828125,0.5390625,43
0.297175368,15,3,0,0.01550293,0.86328125,44
0.297175368,44,22,0,0.184570313,0.124023438,50
0.297175368,18,20,0,0.001228333,0.1328125,54
0.297175368,0,0,0,0.392578125,0.189453125,57
0.297175368,19,32,1,0.8125,0.89453125,64
0.297175368,16,20,1,0.001228333,0.1328125,75
0.297175368,0,0,0,0.005462646,0.013183594,77
0.297175368,13,4,1,0.009460449,0.314453125,94
0.297175368,2,3,1,0.023681641,0.233398438,95
0.297175368,1,1,0,0.35546875,0.6640625,103
0.297175368,8,10,0,0.35546875,0.4453125,107
0.297175368,12,12,1,0.043457031,0.228515625,118
0.297175368,0,0,0,0.104980469,0.202148438,122
0.297175368,1,2,1,0.01159668,0.020385742,126
0.297175368,15,36,1,0.172851563,0.02355957,127
0.297175368,0,1,1,0.796875,0.98046875,150
0.297175368,21,18,1,0.5703125,0.609375,157
0.297175368,19,28,1,0.008239746,0.9609375,158
0.297175368,19,23,1,0.016113281,0.4765625,184
0.297175368,42,48,1,0.6796875,0.92578125,185
0.297175368,125,112,1,0.016235352,0.082519531,188
0.297175368,8,8,1,0.333984375,0.22265625,190
0.297175368,16,26,1,0.055419922,0.294921875,198
0.297175368,14,10,0,0.197265625,0.073242188,219
0.297175368,9,15,1,0.007080078,0.052978516,222
0.297175368,0,0,0,0.4140625,0.245117188,235
0.297175368,20,5,1,0.002120972,0.006652832,241
0.297175368,20,16,1,0.4609375,0.333984375,255
0.297175368,7,10,1,0.217773438,0.349609375,260
0.297175368,2,2,0,0.12109375,0.114257813,264
0.297175368,0,0,0,0.484375,0.392578125,271
0.297175368,0,1,1,0.125976563,0.211914063,280
0.297175368,3,4,1,0.007354736,0.02722168,283
0.297175368,102,82,1,0.828125,0.5390625,292
0.297175368,2,5,0,0.001808167,0.008117676,294
0.297175368,2,2,1,0.37109375,0.392578125,295
0.297175368,0,1,0,0.005706787,0.032470703,309
0.297175368,1,6,0,0.8515625,0.66015625,314
0.297175368,8,8,1,0.009460449,0.314453125,336
0.297175368,0,0,1,0.341796875,0.6015625,351
0.297175368,8,17,1,0.35546875,0.4453125,356
0.297175368,13,17,1,0.341796875,0.245117188,374
0.297175368,16,21,0,0.172851563,0.02355957,375
0.297175368,18,17,1,0.043457031,0.228515625,383
0.297175368,0,2,1,0.341796875,0.245117188,389
0.297175368,2,0,0,0.168945313,0.25,413
0.297175368,5,7,0,0.006469727,0.019165039,414
0.297175368,4,5,1,0.006011963,0.052734375,415
0.297175368,1,2,0,0.010498047,0.033691406,417
0.297175368,27,16,0,0.002883911,0.010742188,419
0.297175368,10,16,1,0.20703125,0.129882813,428
0.297175368,11,10,0,0.008239746,0.9609375,429
0.297175368,15,16,0,0.5703125,0.609375,433
0.297175368,3,1,0,0.189453125,0.25,438
0.297175368,17,16,1,0.392578125,0.349609375,447
0.297175368,24,20,1,0.016113281,0.4765625,448
0.297175368,5,3,0,0.003677368,0.025146484,461
0.297175368,51,17,1,0.245117188,0.4765625,464
0.297175368,0,0,0,0.12109375,0.114257813,478
0.297175368,3,3,1,0.014099121,0.030273438,480
0.297175368,0,0,0,0.12109375,0.114257813,521
0.297175368,14,10,1,0.007080078,0.052978516,522
0.297175368,1,0,0,0.408203125,0.78125,523
0.297175368,3,1,0,0.013916016,0.177734375,531
0.297175368,0,0,0,0.01159668,0.070800781,568
0.297175368,1,1,0,0.453125,0.5390625,590
0.297175368,21,47,0,0.074707031,0.99609375,600
0.297175368,36,38,1,0.828125,0.5390625,606
0.297175368,44,25,0,0.184570313,0.124023438,607
0.297175368,3,8,0,0.077148438,0.5703125,611
0.297175368,7,8,1,0.36328125,0.056640625,627
0.297175368,2,0,0,0.001808167,0.015441895,644
0.297175368,117,86,1,0.122558594,0.08203125,670
0.297175368,0,0,0,0.25,0.97265625,674
0.297175368,58,59,1,0.9296875,0.4375,683
0.297175368,3,1,0,0.36328125,0.056640625,685
0.297175368,1,1,0,0.349609375,0.103515625,692
0.297175368,0,0,1,0.001205444,0.003082275,705
0.297175368,0,0,0,0.1484375,0.255859375,719
0.297175368,1,2,0,0.040527344,0.106933594,736
0.297175368,1,1,1,0.349609375,0.36328125,737
0.297175368,26,26,1,0.043457031,0.228515625,739
0.297175368,1,0,0,0.0390625,0.5546875,741
0.297175368,7,11,1,0.172851563,0.02355957,743
0.297175368,3,9,1,0.28125,0.106933594,747
0.297175368,3,6,1,0.12109375,0.114257813,753
0.297175368,5,4,0,0.69921875,0.578125,773
0.297175368,0,0,0,0.20703125,0.6875,797
0.297175368,9,8,1,0.5703125,0.609375,804
0.297175368,13,19,1,0.20703125,0.129882813,805
0.297175368,79,90,1,0.7734375,0.671875,829
0.297175368,0,0,0,0.515625,0.9375,837
0.297175368,8,7,1,0.73828125,0.4609375,840
0.297175368,17,22,1,0.007080078,0.052978516,869
0.297175368,152,156,1,0.146484375,0.408203125,878
0.297175368,1,0,0,0.010437012,0.067382813,892
0.297175368,1,0,0,0.06640625,0.515625,902
0.297175368,48,94,1,0.074707031,0.99609375,940
0.297175368,10,22,0,0.092773438,0.59375,973
0.297175368,1,1,1,0.6015625,0.59375,1011
0.297175368,0,2,1,0.76953125,0.35546875,1016
0.297175368,13,12,0,0.043457031,0.228515625,1020
0.297175368,7,11,1,0.004425049,0.007232666,1029
0.297175368,1,0,0,0.86328125,0.97265625,1032
0.297175368,1,6,1,0.859375,0.30078125,1050
0.297175368,8,8,1,0.005737305,0.057861328,1054
0.297175368,6,12,0,0.194335938,0.90234375,1063
0.297175368,0,0,0,0.004211426,0.040283203,1068
0.297175368,0,0,1,0.4375,0.057128906,1113
0.297175368,0,2,1,0.011901855,0.040527344,1115
0.297175368,1,2,1,0.004119873,0.011779785,1138
0.297175368,11,19,1,0.007080078,0.052978516,1150
0.297175368,95,84,1,0.062255859,0.4140625,1157
0.297175368,2,1,0,0.041992188,0.101074219,1162
0.297175368,22,21,1,0.041992188,0.101074219,1173
0.297175368,22,10,1,0.041992188,0.101074219,1175
0.297175368,14,9,1,0.4609375,0.333984375,1182
0.297175368,0,0,0,0.003997803,0.041259766,1199
0.297175368,31,52,1,0.074707031,0.99609375,1224
0.297175368,63,61,0,0.828125,0.5390625,1225
0.297175368,33,22,0,0.184570313,0.124023438,1227
0.297175368,2,1,1,0.275390625,0.130859375,1249
0.297175368,0,1,1,0.024536133,0.060058594,1258
0.297175368,1,1,1,0.12109375,0.114257813,1264
0.297175368,3,2,1,0.12109375,0.114257813,1266
0.297175368,6,3,1,0.12109375,0.114257813,1275
0.297175368,119,53,1,0.002960205,0.006408691,1285
0.297175368,9,36,1,0.28125,0.122558594,1301
0.297175368,0,0,1,0.5625,0.73828125,1313
0.297175368,2,2,0,0.88671875,0.984375,1331
0.297175368,14,8,0,0.1640625,0.61328125,1341
0.297175368,4,2,0,0.3203125,0.095214844,1345
0.297175368,6,11,0,0.5703125,0.609375,1352
0.297175368,168,133,1,0.024414063,0.14453125,1447
0.297175368,4,2,1,0.5703125,0.6015625,1449
0.297175368,0,0,0,0.011535645,0.044921875,1462
0.297175368,242,233,1,0.4921875,0.117675781,1467
0.297175368,1,1,1,0.392578125,0.22265625,1471
0.297175368,0,4,1,0.265625,0.228515625,1484
0.297175368,0,0,0,0.4375,0.7734375,1486
0.297175368,5,6,1,0.12109375,0.114257813,1488
0.297175368,17,12,1,0.12109375,0.114257813,1489
0.297175368,72,42,0,0.64453125,0.71875,1490
0.297175368,24,13,0,0.184570313,0.124023438,1493
0.297175368,0,0,0,0.90234375,0.8984375,1501
0.297175368,34,30,0,0.001647949,0.007873535,1511
0.297175368,2,0,0,0.038574219,0.030151367,1525
0.297175368,1,1,0,0.70703125,0.5546875,1526
0.297175368,0,1,1,0.194335938,0.127929688,1534
0.297175368,0,0,0,0.90234375,0.8984375,1538
0.297175368,15,17,1,0.2421875,0.408203125,1553
0.297175368,2,2,1,0.81640625,0.64453125,1561
0.297175368,40,36,1,0.453125,0.140625,1571
0.297175368,161,164,1,0.16015625,0.168945313,1572
0.297175368,0,0,0,0.006958008,0.061035156,1578
0.297175368,19,26,0,0.19921875,0.59375,1590
0.297175368,0,0,0,0.484375,0.255859375,1591
0.297175368,0,0,0,0.4609375,0.172851563,1607
0.297175368,3,7,1,0.020263672,0.087402344,1624
0.297175368,16,22,0,0.30078125,0.054931641,1639
0.297175368,0,0,1,0.011352539,0.031005859,1642
0.297175368,10,10,1,0.20703125,0.129882813,1643
0.297175368,7,7,0,0.217773438,0.034179688,1669
0.297175368,20,19,0,0.75390625,0.97265625,1671
0.297175368,2,3,0,0.12109375,0.114257813,1718
0.297175368,3,1,1,0.875,0.92578125,1729
0.297175368,3,0,0,0.140625,0.5,1738
0.297175368,5,3,1,0.5859375,0.8203125,1747
0.297175368,7,15,1,0.6640625,0.9375,1748
0.297175368,28,19,1,0.828125,0.5390625,1775
0.297175368,1,0,0,0.3203125,0.26953125,1776
0.297175368,2,2,0,0.017578125,0.088867188,1778
0.297175368,0,1,1,0.088867188,0.92578125,1785
0.297175368,0,0,1,0.009216309,0.038574219,1796
0.297175368,0,0,0,0.0050354,0.025390625,1798
0.297175368,114,90,1,0.026245117,0.063964844,1805
0.297175368,67,41,1,0.040527344,0.112792969,1826
0.297175368,28,32,1,0.172851563,0.02355957,1846
0.297175368,1,0,0,0.8828125,0.99609375,1859
0.297175368,1,1,0,0.5859375,0.90625,1871
0.297175368,8,11,0,0.5625,0.77734375,1876
0.297175368,18,15,0,0.12109375,0.114257813,1881
0.297175368,19,15,1,0.5703125,0.609375,1882
0.297175368,16,17,1,0.20703125,0.129882813,1884
0.297175368,0,0,0,0.042480469,0.376953125,1897
0.297175368,16,20,0,0.061767578,0.5703125,1908
0.297175368,2,2,1,0.040771484,0.217773438,1919
0.297175368,14,20,0,0.7265625,0.62890625,1970
0.297175368,9,10,1,0.7265625,0.62890625,1971
0.297175368,31,30,1,0.7265625,0.62890625,1972
0.297175368,1,1,0,0.060058594,0.046630859,1981
0.297175368,5,7,1,0.12109375,0.114257813,2001
0.297175368,4,4,1,0.12109375,0.114257813,2002
0.297175368,7,10,0,0.6640625,0.9375,2004
0.297175368,20,24,1,0.828125,0.5390625,2027
0.297175368,118,72,1,0.007415771,0.061523438,2045
0.297175368,80,55,0,0.004119873,0.024047852,2052
0.297175368,16,21,1,0.12109375,0.114257813,2068
0.297175368,12,31,1,0.172851563,0.02355957,2101
0.297175368,10,10,1,0.043457031,0.228515625,2102
0.297175368,104,115,0,0.12109375,0.114257813,2111
0.297175368,1,0,0,0.62109375,0.202148438,2114
0.297175368,0,1,0,0.138671875,0.333984375,2119
0.297175368,43,37,0,0.12109375,0.114257813,2121
0.297175368,25,33,0,0.4609375,0.63671875,2136
0.297175368,13,15,0,0.20703125,0.129882813,2140
0.297175368,2,2,0,0.001724243,0.00592041,2178
0.297175368,3,0,0,0.225585938,0.9765625,2187
0.297175368,1,0,0,0.225585938,0.9765625,2191
0.297175368,0,0,0,0.003967285,0.007171631,2199
0.297175368,0,0,0,0.12109375,0.114257813,2203
0.297175368,23,21,1,0.765625,0.6015625,2208
0.297175368,0,1,1,0.12109375,0.114257813,2220
0.297175368,22,21,1,0.7265625,0.62890625,2234
0.297175368,15,8,0,0.015563965,0.233398438,2238
0.297175368,1,0,0,0.84765625,0.546875,2248
0.297175368,12,18,1,0.96875,0.9453125,2268
0.297175368,30,24,1,0.184570313,0.124023438,2269
0.297175368,3,1,0,0.6796875,0.7890625,2282
0.297175368,79,117,1,0.106933594,0.030395508,2284
0.297175368,27,46,0,0.6796875,0.7890625,2285
0.297175368,0,0,0,0.047363281,0.79296875,2289
0.297175368,33,24,0,0.065429688,0.75390625,2317
0.297175368,0,2,0,0.067871094,0.328125,2319
0.297175368,0,0,0,0.83203125,0.9296875,2325
0.297175368,52,47,1,0.204101563,0.245117188,2345
0.297175368,36,28,1,0.065429688,0.75390625,2348
0.297175368,1,2,1,0.083496094,0.75,2355
0.297175368,12,15,1,0.043457031,0.228515625,2367
0.297175368,5,13,1,0.172851563,0.02355957,2368
0.297175368,26,22,1,0.065429688,0.75390625,2374
0.297175368,19,16,0,0.12109375,0.114257813,2376
0.297175368,128,175,1,0.158203125,0.0390625,2385
0.297175368,4,9,1,0.25,0.287109375,2389
0.297175368,139,100,1,0.5,0.8359375,2395
0.297175368,57,59,1,0.5703125,0.609375,2407
0.297175368,12,18,0,0.20703125,0.129882813,2411
0.297175368,65,62,1,0.6015625,0.111328125,2417
0.297175368,19,24,0,0.341796875,0.5234375,2428
0.297175368,30,21,0,0.065429688,0.75390625,2430
0.297175368,31,34,0,0.026611328,0.162109375,2440
0.297175368,19,25,1,0.015563965,0.233398438,2466
0.297175368,31,26,1,0.7265625,0.62890625,2478
0.297175368,6,15,0,0.12109375,0.114257813,2497
0.297175368,8,23,0,0.6640625,0.9375,2502
0.297175368,26,20,1,0.7265625,0.62890625,2503
0.297175368,2,1,1,0.004272461,0.019165039,2511
0.297175368,11,11,1,0.96875,0.9453125,2532
0.297175368,1,2,0,0.090332031,0.081542969,2539
0.297175368,23,25,0,0.6796875,0.7890625,2549
0.297175368,19,21,1,0.106933594,0.030395508,2550
0.297175368,39,35,0,0.9765625,1,2563
0.297175368,2,5,1,0.204101563,0.081542969,2578
0.297175368,0,0,1,0.1875,0.06640625,2591
0.297175368,0,0,0,0.020385742,0.012145996,2604
0.297175368,19,35,0,0.172851563,0.02355957,2616
0.297175368,0,0,0,0.27734375,0.233398438,2626
0.297175368,1,1,0,0.9375,0.341796875,2629
0.297175368,1,1,1,0.046386719,0.038085938,2632
0.297175368,27,17,1,0.53125,0.081542969,2633
0.297175368,16,20,1,0.015563965,0.233398438,2660
0.297175368,19,22,0,0.4609375,0.63671875,2662
0.297175368,39,30,0,0.6015625,0.111328125,2663
0.297175368,7,7,0,0.5703125,0.609375,2668
0.297175368,11,14,1,0.341796875,0.5234375,2688
0.297175368,1,1,0,0.049560547,0.182617188,2706
0.297175368,16,20,1,0.88671875,0.578125,2709
0.297175368,36,23,0,0.12109375,0.114257813,2718
0.297175368,0,0,0,0.12109375,0.114257813,2721
0.297175368,36,33,1,0.7265625,0.62890625,2733
0.297175368,9,5,0,0.035644531,0.099609375,2737
0.297175368,13,13,1,0.7265625,0.62890625,2756
0.297175368,20,18,1,0.5390625,0.0546875,2762
0.297175368,4,2,1,0.7265625,0.84765625,2777
0.297175368,25,21,0,0.12109375,0.114257813,2794
0.297175368,9,17,0,0.70703125,0.421875,2845
0.297175368,10,13,0,0.5703125,0.609375,2860
0.297175368,8,4,0,0.91796875,0.9921875,2867
0.297175368,0,0,0,0.06640625,0.4140625,2872
0.297175368,1,0,0,0.90625,0.94921875,2882
0.297175368,25,30,1,0.341796875,0.5234375,2890
0.297175368,11,16,1,0.88671875,0.578125,2929
0.297175368,18,3,1,0.7265625,0.62890625,2947
0.297175368,1,1,0,0.1796875,0.081542969,2952
0.297175368,10,12,0,0.7265625,0.62890625,2960
0.297175368,25,24,1,0.015563965,0.233398438,2963
0.297175368,34,27,1,0.828125,0.5390625,2974
0.297175368,28,48,1,0.106933594,0.030395508,2985
0.297175368,23,20,1,0.012939453,0.328125,2989
0.297175368,0,0,0,0.002105713,0.035400391,3024
0.297175368,24,44,1,0.172851563,0.02355957,3062
0.297175368,24,23,1,0.043457031,0.228515625,3063
0.297175368,2,2,0,0.00692749,0.030151367,3066
0.297175368,1,0,0,0.5546875,0.30078125,3068
0.297175368,33,40,0,0.065429688,0.75390625,3113
0.297175368,8,8,1,0.341796875,0.5234375,3127
0.297175368,17,9,1,0.016113281,0.4765625,3128
0.297175368,0,0,0,0.018310547,0.051513672,3150
0.297175368,25,14,1,0.004821777,0.333984375,3153
0.297175368,0,1,1,0.058837891,0.37109375,3180
0.297175368,11,12,1,0.7265625,0.62890625,3190
0.297175368,11,22,1,0.015563965,0.233398438,3219
0.297175368,24,25,0,0.828125,0.5390625,3238
0.297175368,21,31,1,0.106933594,0.030395508,3259
0.297175368,33,36,1,0.6796875,0.7890625,3260
0.297175368,4,3,0,0.71875,0.119140625,3261
0.297175368,2,1,1,0.86328125,0.984375,3275
0.297175368,16,17,1,0.204101563,0.245117188,3299
0.297175368,1,1,1,0.83984375,0.9375,3301
0.297175368,935,1029,1,0.125976563,0.7890625,3305
0.297175368,14,10,1,0.4765625,0.91015625,3307
0.297175368,19,26,1,0.172851563,0.02355957,3323
0.297175368,0,0,0,0.5859375,0.22265625,3324
0.228380384,1,1,1,0.12109375,0.114257813,3
0.228380384,2,7,1,0.172851563,0.20703125,80
0.228380384,0,0,0,0.021606445,0.23046875,183
0.228380384,0,1,1,0.019897461,0.048583984,378
0.228380384,1,1,0,0.001190186,0.012939453,491
0.228380384,2,2,0,0.001190186,0.012939453,500
0.228380384,14,19,1,0.2421875,0.61328125,626
0.228380384,3,3,1,0.77734375,0.64453125,667
0.228380384,25,23,0,0.12109375,0.114257813,690
0.228380384,1,1,0,0.77734375,0.64453125,727
0.228380384,1,1,0,0.85546875,1,771
0.228380384,11,7,0,0.12109375,0.114257813,781
0.228380384,7,12,1,0.12109375,0.114257813,831
0.228380384,38,24,1,0.294921875,0.25390625,851
0.228380384,0,1,0,0.95703125,0.984375,895
0.228380384,4,5,1,0.12109375,0.114257813,917
0.228380384,3,1,0,0.4296875,0.59375,955
0.228380384,8,7,0,0.12109375,0.114257813,987
0.228380384,3,1,0,0.12109375,0.114257813,993
0.228380384,5,2,1,0.3203125,0.26953125,995
0.228380384,4,1,1,0.12109375,0.114257813,999
0.228380384,24,20,0,0.875,0.22265625,1026
0.228380384,6,7,0,0.130859375,0.030761719,1073
0.228380384,3,3,0,0.70703125,0.91796875,1088
0.228380384,0,1,1,0.090332031,0.341796875,1093
0.228380384,6,8,1,0.92578125,0.9765625,1125
0.228380384,0,0,0,0.59375,0.5,1187
0.228380384,1,1,1,0.12109375,0.114257813,1415
0.228380384,0,1,0,0.004180908,0.044433594,1424
0.228380384,0,0,0,0.005096436,0.024658203,1465
0.228380384,3,3,1,0.515625,0.096679688,1614
0.228380384,0,1,0,0.291015625,0.168945313,1659
0.228380384,0,0,0,0.2421875,0.080566406,1680
0.228380384,23,35,1,0.421875,0.828125,1685
0.228380384,1,1,0,0.61328125,0.22265625,1697
0.228380384,8,11,0,0.12109375,0.114257813,1698
0.228380384,0,2,1,0.12109375,0.114257813,1708
0.228380384,2,3,1,0.189453125,0.341796875,1737
0.228380384,15,26,1,0.93359375,0.9921875,1807
0.228380384,1,3,1,0.008361816,0.072753906,1828
0.228380384,2,2,1,0.765625,0.8671875,1956
0.228380384,32,26,1,0.12109375,0.114257813,1973
0.228380384,9,10,0,0.341796875,0.25,1978
0.228380384,10,14,0,0.341796875,0.25,1980
0.228380384,9,9,1,0.341796875,0.25,1985
0.228380384,3,4,1,0.341796875,0.25,1989
0.228380384,0,0,0,0.376953125,0.453125,2007
0.228380384,1,1,0,0.12109375,0.114257813,2206
0.228380384,1,3,1,0.7109375,0.26953125,2229
0.228380384,14,11,0,0.73046875,0.6796875,2242
0.228380384,4,1,0,0.12109375,0.114257813,2306
0.228380384,8,15,1,0.12109375,0.114257813,2409
0.228380384,8,8,1,0.106933594,0.026977539,2416
0.228380384,1,2,1,0.12109375,0.114257813,2443
0.228380384,3,3,0,0.013793945,0.8046875,2468
0.228380384,2,2,0,0.008728027,0.84765625,2576
0.228380384,2,3,0,0.63671875,0.124023438,2584
0.228380384,11,11,0,0.001480103,0.006134033,2759
0.228380384,19,15,0,0.072753906,0.158203125,2781
0.228380384,4,2,1,0.12109375,0.114257813,2786
0.228380384,1,0,1,0.12109375,0.114257813,2828
0.228380384,3,4,1,0.12109375,0.114257813,2844
0.228380384,3,3,1,0.4296875,0.87109375,2850
0.228380384,5,4,0,0.117675781,0.106933594,2949
0.228380384,0,1,1,0.90234375,0.9609375,2975
0.228380384,3,2,0,0.7890625,0.64453125,3049
